,Id,v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,escolari,rez_esc,hhsize,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu5,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,dis,male,female,estadocivil1,estadocivil2,estadocivil3,estadocivil4,estadocivil5,estadocivil6,estadocivil7,parentesco1,parentesco2,parentesco3,parentesco4,parentesco5,parentesco6,parentesco7,parentesco8,parentesco9,parentesco10,parentesco11,parentesco12,idhogar,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,edjefe,edjefa,meaneduc,instlevel1,instlevel2,instlevel3,instlevel4,instlevel5,instlevel6,instlevel7,instlevel8,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,Central,Chorotega,Paci­fico Central,Brunca,Huetar Atlantica,Huetar Norte,area1,area2,age,SQBescolari,SQBage,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,agesq,Target,region,imputed_rent,mean_per_capita_income,per_capita_rent,mobilephone_per_capita,computer_per_capita,tablet_per_capita,yrs_edu_lost,asset_owned,water_provision,sanitario_type,electricity_source,cooking_energy,education_level,wall_material,housing_situation,wall_status,floor_material,floor_status,roof_material,roof_status,marital_status,rubbish_disposal
5051,ID_8178e9e3e,170000.0,0,6,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,6,0.0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,013e9ee6a,0,2,2,2,8,6,0,5.0,0,0,1,0,0,0,0,0,0,4,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,75,36,5625,4,36,0,0.25,64.0,25.0,5625,4.0,Central,170000.0,120208.15280171308,120208.15280171308,0.0,0.0,0.0,0.0,1,1,3,cooperative,2,complete primary,"socket (wood, zinc or asbestos)",own and fully paid,regular,"mosaic, ceramic, terrazo",regular,metal foil or zinc,regular,married,tanker truck
5053,ID_4ce5c148d,110000.0,0,4,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,6,0.0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2d0cf211d,1,2,0,3,.5,6,0,5.0,0,0,1,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,25,36,625,9,36,1,2.25,0.25,25.0,625,2.0,Central,110000.0,63508.52961085884,63508.52961085884,0.3333333333333333,0.0,0.0,0.0,2,1,3,cooperative,3,complete primary,prefabricated or cement,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,unknown,burning
5055,ID_35f4dab3c,120000.0,0,5,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,6,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1c3989a9e,1,2,0,3,.5,6,0,6.0,0,0,1,0,0,0,0,0,0,3,1.0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,58,36,3364,9,36,1,1.0,0.25,36.0,3364,3.0,Central,120000.0,69282.03230275509,69282.03230275509,0.3333333333333333,0.0,0.0,0.0,3,1,3,cooperative,3,complete primary,block or brick,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,regular,married,burning
5059,ID_bd5342058,120000.0,0,4,0,1,1,0,0.0,0,0,0,0,2,2,0,2,2,2,2,2,0.0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,d5db89d47,0,2,1,2,1.19406028376239,0,2,2.5,0,1,0,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,84,4,7056,4,0,0,1.0,1.0,6.25,7056,3.0,Central,120000.0,84852.8137423857,84852.8137423857,0.5,0.0,0.0,0.0,2,1,3,cooperative,4,incomplete primary,prefabricated or cement,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,widow/er,tanker truck
5061,ID_47f710b08,170000.0,0,6,0,1,0,0,0.0,0,2,2,0,1,1,0,3,3,3,3,6,0.0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,73152a5c7,0,3,1,3,.5,0,6,6.0,0,0,1,0,0,0,0,0,0,3,1.0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,67,36,4489,9,0,0,1.0,0.25,36.0,4489,4.0,Central,170000.0,98149.54576223639,98149.54576223639,0.3333333333333333,0.0,0.0,0.0,2,1,3,cooperative,3,complete primary,prefabricated or cement,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,widow/er,tanker truck
5063,ID_bd339ab12,120000.0,0,4,0,1,1,0,0.0,0,0,0,0,1,1,0,1,1,1,1,4,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,211f10c93,0,1,1,1,8,0,4,4.0,0,1,0,0,0,0,0,0,0,2,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,88,16,7744,1,0,0,0.25,64.0,16.0,7744,3.0,Central,120000.0,120000.0,120000.0,0.0,0.0,0.0,0.0,1,1,3,cooperative,3,incomplete primary,block or brick,own and fully paid,regular,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,widow/er,tanker truck
5066,ID_b0ef59571,110000.0,0,4,0,1,1,0,0.0,1,3,4,0,1,1,1,4,5,5,5,6,0.0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,694a0cbf4,3,2,0,5,1.5,6,0,11.5,0,0,1,0,0,0,0,0,0,2,2.5,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,41,36,1681,25,36,9,6.25,2.25,132.25,1681,2.0,Central,110000.0,49193.49550499537,49193.49550499537,0.2,0.0,0.0,0.0,2,1,3,cooperative,4,complete primary,prefabricated or cement,own and fully paid,good,cement,regular,metal foil or zinc,good,married,burning
5071,ID_a4a123514,120000.0,0,5,0,1,1,0,0.0,0,3,3,0,2,2,0,5,5,5,5,5,0.0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,06219c98f,3,2,0,5,1.5,5,0,5.5,0,1,0,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,1,46,25,2116,25,25,9,2.7777777,2.25,30.25,2116,3.0,Central,120000.0,53665.63145999495,53665.63145999495,0.2,0.2,0.0,1.0,3,1,3,"CNFL, ICE, ESPH/JASEC",4,incomplete primary,prefabricated or cement,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,tanker truck
5076,ID_39e445f46,170000.0,0,6,0,1,1,0,0.0,0,1,1,0,3,3,0,4,4,4,4,3,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,babfc167c,2,2,0,4,1.19406028376239,3,0,3.0,0,1,0,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,1,46,9,2116,16,9,4,1.7777778999999998,1.0,9.0,2116,4.0,Central,170000.0,85000.0,85000.0,0.25,0.0,0.0,2.0,3,1,3,cooperative,3,incomplete primary,block or brick,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,tanker truck
5079,ID_44d030570,170000.0,0,6,0,1,1,0,0.0,0,1,1,0,3,3,0,4,4,4,4,6,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7f40efdb7,0,4,0,4,0,6,0,11.5,0,0,1,0,0,0,0,0,0,4,1.0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,56,36,3136,16,36,0,1.0,0.0,132.25,3136,4.0,Central,170000.0,85000.0,85000.0,0.25,0.0,0.0,0.0,2,1,3,cooperative,3,complete primary,block or brick,own and fully paid,regular,"mosaic, ceramic, terrazo",bad,metal foil or zinc,bad,married,tanker truck
5085,ID_620ef409c,170000.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,11,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,e7241e6f9,0,4,0,4,0,11,0,10.75,0,0,0,0,1,0,0,0,0,3,1.3333334,1,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,1,47,121,2209,16,121,0,1.7777778999999998,0.0,115.5625,2209,4.0,Central,170000.0,85000.0,85000.0,0.25,0.25,0.0,0.0,3,1,3,"CNFL, ICE, ESPH/JASEC",3,complete academic secondary level,block or brick,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,regular,married,tanker truck
5089,ID_9fcc1b331,170000.0,0,8,0,1,1,0,0.0,0,3,3,1,1,2,1,4,5,5,5,6,0.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,dacebc2ab,2,3,0,5,.66666669,6,0,9.0,0,0,1,0,0,0,0,0,0,2,2.5,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,42,36,1764,25,36,4,6.25,0.44444448,81.0,1764,4.0,Central,170000.0,76026.31123499284,76026.31123499284,0.2,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",2,complete primary,block or brick,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,tanker truck
5091,ID_00379d6dd,170000.0,0,4,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,4,0.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ca89d6842,0,2,1,2,1.19406028376239,4,0,5.0,0,1,0,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,62,16,3844,4,16,0,1.0,1.0,25.0,3844,4.0,Central,170000.0,120208.15280171308,120208.15280171308,0.5,0.0,0.0,0.0,2,1,2,"CNFL, ICE, ESPH/JASEC",2,incomplete primary,prefabricated or cement,own and fully paid,regular,wood,regular,metal foil or zinc,regular,married,tanker truck
5096,ID_36ea60265,85000.0,0,4,0,1,1,0,0.0,1,2,3,0,2,2,1,4,5,5,5,6,0.0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,888e8e38b,3,2,0,5,1.5,6,0,10.0,0,0,1,0,0,0,0,0,0,2,2.5,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,42,36,1764,25,36,9,6.25,2.25,100.0,1764,4.0,Central,0.0,0.0,38013.15561749642,0.2,0.0,0.0,3.0,2,1,3,"CNFL, ICE, ESPH/JASEC",3,complete primary,"socket (wood, zinc or asbestos)",rented,regular,cement,regular,metal foil or zinc,regular,unknown,tanker truck
5099,ID_825fcbf47,150000.0,0,6,0,1,1,0,0.0,1,2,3,1,3,4,2,5,7,7,7,3,0.0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19949f9d0,5,2,0,7,2.5,3,0,8.5,0,1,0,0,0,0,0,0,0,4,1.75,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,0,1,47,9,2209,49,9,25,3.0625,6.25,72.25,2209,4.0,Central,0.0,0.0,56694.67095138408,0.14285714285714285,0.0,0.0,8.0,2,1,3,"CNFL, ICE, ESPH/JASEC",3,incomplete primary,block or brick,rented,regular,"mosaic, ceramic, terrazo",regular,metal foil or zinc,regular,married,tanker truck
5105,ID_bb01b9cce,52831.0,0,3,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,11,0.0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,a405d28f1,1,2,0,3,.5,11,0,9.0,0,0,0,0,1,0,0,0,0,2,1.5,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,24,121,576,9,121,1,2.25,0.25,81.0,576,1.0,Central,0.0,0.0,30501.99207155712,0.3333333333333333,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",3,complete academic secondary level,wood,rented,regular,cement,regular,metal foil or zinc,regular,unknown,tanker truck
5109,ID_000694a57,450000.0,0,5,0,1,1,0,0.0,0,1,1,0,2,2,0,3,3,3,3,6,0.0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40c7ce032,0,3,0,3,0,6,0,11.666667,0,0,1,0,0,0,0,0,0,3,1.0,0,1,0,0,0,0,1,1,3,1,0,0,0,0,0,0,1,46,36,2116,9,36,0,1.0,0.0,136.11111,2116,4.0,Central,0.0,0.0,259807.6211353316,0.3333333333333333,0.0,0.0,0.0,3,1,3,"CNFL, ICE, ESPH/JASEC",2,complete primary,prefabricated or cement,"own, paying in installments",good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,unknown,tanker truck
5111,ID_303826991,170000.0,0,4,0,1,1,0,0.0,0,3,3,0,2,2,0,5,5,5,5,9,0.0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,611add890,2,3,0,5,.66666669,9,0,13.666667000000002,0,0,0,1,0,0,0,0,0,2,2.5,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,52,81,2704,25,81,4,6.25,0.44444448,186.77779,2704,4.0,Central,170000.0,76026.31123499284,76026.31123499284,0.2,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",2,incomplete academic secondary level,"socket (wood, zinc or asbestos)",own and fully paid,regular,"mosaic, ceramic, terrazo",regular,metal foil or zinc,bad,married,tanker truck
5118,ID_af66805cd,170000.0,0,5,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,6,0.0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,b030cc1f5,0,3,0,3,0,0,6,6.0,0,0,1,0,0,0,0,0,0,3,1.0,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,1,58,36,3364,9,0,0,1.0,0.0,36.0,3364,4.0,Central,0.0,0.0,98149.54576223639,0.3333333333333333,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",2,complete primary,block or brick,"other (assigned, borrowed)",regular,cement,regular,metal foil or zinc,regular,divorced,tanker truck
5119,ID_ec9574410,110000.0,0,5,0,1,1,0,0.0,0,0,0,0,1,1,0,1,1,1,1,6,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9d05282ce,0,1,0,1,0,0,6,6.0,0,0,1,0,0,0,0,0,0,2,0.5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,64,36,4096,1,0,0,0.25,0.0,36.0,4096,2.0,Central,110000.0,110000.0,110000.0,1.0,0.0,0.0,0.0,2,1,2,"CNFL, ICE, ESPH/JASEC",2,complete primary,block or brick,own and fully paid,bad,"mosaic, ceramic, terrazo",bad,metal foil or zinc,regular,divorced,tanker truck
5121,ID_5aff2ae0e,170000.0,0,5,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,5,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,807e11202,1,2,1,3,2,0,5,5.5,0,1,0,0,0,0,0,0,0,4,0.75,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,72,25,5184,9,0,1,0.5625,4.0,30.25,5184,4.0,Central,170000.0,98149.54576223639,98149.54576223639,0.3333333333333333,0.0,0.0,0.0,3,1,3,"CNFL, ICE, ESPH/JASEC",3,incomplete primary,block or brick,own and fully paid,regular,"mosaic, ceramic, terrazo",regular,metal foil or zinc,regular,separated,tanker truck
5125,ID_b326c8e18,328000.0,0,6,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,6,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,b106ece3c,2,2,0,4,1.19406028376239,6,0,13.0,0,0,1,0,0,0,0,0,0,3,1.3333334,0,1,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,48,36,2304,16,36,4,1.7777778999999998,1.0,169.0,2304,4.0,Central,0.0,0.0,164000.0,0.25,0.0,0.0,2.0,2,1,3,"CNFL, ICE, ESPH/JASEC",2,complete primary,block or brick,"own, paying in installments",good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,tanker truck
5127,ID_cc1cb71fa,120000.0,0,5,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,11,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66701a0de,1,1,0,2,1.19406028376239,0,11,11.0,0,0,0,0,1,0,0,0,0,3,0.66666669,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,49,121,2401,4,0,1,0.44444448,1.0,121.0,2401,4.0,Central,0.0,0.0,84852.8137423857,0.5,0.0,0.0,0.0,3,1,3,"CNFL, ICE, ESPH/JASEC",4,complete academic secondary level,block or brick,rented,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,bad,divorced,tanker truck
5131,ID_3c0b9ac3a,170000.0,0,5,0,1,1,0,0.0,1,1,2,1,1,2,2,2,4,4,4,15,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7dd8ae170,2,2,0,4,1.19406028376239,15,0,15.0,0,0,0,0,0,0,0,1,0,3,1.3333334,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,1,38,225,1444,16,225,4,1.7777778999999998,1.0,225.0,1444,4.0,Central,170000.0,85000.0,85000.0,0.25,0.0,0.0,0.0,3,1,3,"CNFL, ICE, ESPH/JASEC",3,undergraduate and higher education,block or brick,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,tanker truck
5133,ID_7f704bc15,170000.0,0,5,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,11,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9edea8875,0,2,1,2,1.19406028376239,0,11,5.5,0,0,0,0,1,0,0,0,0,3,0.66666669,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,52,121,2704,4,0,0,0.44444448,1.0,30.25,2704,4.0,Central,170000.0,120208.15280171308,120208.15280171308,0.5,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",3,complete academic secondary level,block or brick,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,separated,tanker truck
5134,ID_a26fe3496,120000.0,0,9,0,1,1,1,1.0,0,7,7,1,3,4,1,10,11,11,11,14,0.0,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3fe29a56b,5,6,0,11,.83333331,14,0,11.166667,0,0,0,0,0,0,0,1,0,5,2.2,1,0,0,0,0,1,0,1,8,1,0,0,0,0,0,0,1,53,196,2809,121,196,25,4.8400002,0.69444442,124.69445,2809,3.0,Central,120000.0,36181.36134933164,36181.36134933164,0.09090909090909091,0.09090909090909091,0.09090909090909091,1.0,4,1,3,"CNFL, ICE, ESPH/JASEC",2,undergraduate and higher education,block or brick,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,tanker truck
5145,ID_0a8e721e8,170000.0,0,5,0,1,0,0,0.0,0,1,1,0,0,0,0,1,1,1,1,8,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,f257cd8ac,0,1,0,1,0,8,0,8.0,0,0,0,1,0,0,0,0,0,3,0.33333334,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,53,64,2809,1,64,0,0.11111112,0.0,64.0,2809,4.0,Central,170000.0,170000.0,170000.0,0.0,0.0,0.0,0.0,0,1,3,"CNFL, ICE, ESPH/JASEC",2,incomplete academic secondary level,block or brick,own and fully paid,regular,"mosaic, ceramic, terrazo",regular,metal foil or zinc,good,widow/er,tanker truck
5146,ID_21a9ad1a4,110000.0,0,6,0,1,1,0,0.0,1,2,3,0,3,3,1,5,6,6,6,6,0.0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,79bffc877,3,3,0,6,1.19406028376239,6,0,8.0,0,0,1,0,0,0,0,0,0,3,2.0,1,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,1,57,36,3249,36,36,9,4.0,1.0,64.0,3249,2.0,Central,110000.0,44907.31195102494,44907.31195102494,0.16666666666666666,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",3,complete primary,block or brick,own and fully paid,regular,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,tanker truck
